id,source_class,discipline,unit,chapter,topic,subtopic,question_type,difficulty,correct_option,figure_required,figures,generator_eligible,validation_status
NEET27-BIO-1831,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1832,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,X-linked recessive inheritance,Diagram Interpretation,Medium,D,True,figures/NEET27-BIO-XII-CH04-FIG02.png,True,PASS
NEET27-BIO-1833,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,ATP production,Numerical,Medium,A,False,,True,PASS
NEET27-BIO-1834,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Growth rates,Reverse Association,Easy,A,False,,True,PASS
NEET27-BIO-1835,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Gene regulation and genomics,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-1836,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Statement Completion,Easy,B,False,,True,PASS
NEET27-BIO-1837,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Order of intermediates in the first half,Statement Based,Easy,D,False,,True,PASS
NEET27-BIO-1838,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Golgi apparatus,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1839,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1840,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1841,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Sewage treatment,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1842,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA replication,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-1843,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1844,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Mycoplasma,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-1845,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Human evolution,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-1846,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Fertilization,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1847,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1848,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1849,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Calvin-cycle carboxylation,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1850,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1851,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1852,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Meristems and Parenchyma,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1853,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Age distribution with Stable population,Applied statement comparison,Medium,C,False,,True,PASS
NEET27-BIO-1854,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1855,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1856,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,rDNA methodology,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-1857,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Ovule and embryo sac,Match the Pair,Medium,B,False,,True,PASS
NEET27-BIO-1858,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Species-area relationship,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1859,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Pollination,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-1860,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1861,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1862,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1863,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Prevention and public health,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-1864,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Amphibia and Reptilia and Aves,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1865,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Immunity,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1866,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Preparatory phase sequence,Statement Based,Easy,A,False,,True,PASS
NEET27-BIO-1867,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Gametogenesis,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1868,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Hormonal pattern across a menstrual cycle,Graph Analysis,Medium,B,True,figures/NEET27-BIO-XII-CH02-FIG01.png,True,PASS
NEET27-BIO-1869,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1870,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Biofertilisers,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1871,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Birth control and reproductive health,Integrated Association Analysis,Medium,C,False,,True,PASS
NEET27-BIO-1872,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomes linkage and crossing over,Statement Completion,Medium,D,False,,True,PASS
NEET27-BIO-1873,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Gas transport,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-1874,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Water supplied to the Krebs cycle,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-1875,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,rDNA methodology,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-1876,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-1877,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Try this: germinating seeds in mercury,Application Based,Difficult,C,False,,True,PASS
NEET27-BIO-1878,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1879,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Fertilization,Integrated Association Analysis,Medium,A,False,,True,PASS
NEET27-BIO-1880,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Origin of life,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-1881,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1882,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1883,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Fertilization,Cross-Concept Elimination,Difficult,D,False,,True,PASS
NEET27-BIO-1884,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Post-fertilization development,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-1885,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Taxonomy and Systematics,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-1886,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Genetic terminology,Match the Pair,Medium,C,False,,True,PASS
NEET27-BIO-1887,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1888,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Red tides,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1889,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Gametogenesis,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-1890,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomal disorders,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-1891,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Population growth models,Graph Analysis,Easy,C,True,figures/NEET27-BIO-XII-CH11-FIG01.png,True,PASS
NEET27-BIO-1892,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Population genetics,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-1893,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Factors affecting enzyme activity,Graph Concept,Medium,A,True,figures/NEET27-BIO-XI-CH09-0109.png,True,PASS
NEET27-BIO-1894,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1895,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Core principles,Multi-statement analysis,Difficult,D,False,,True,PASS
NEET27-BIO-1896,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Lichens and Viroids,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1897,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Human respiratory tract,Match the Pair,Medium,B,False,,True,PASS
NEET27-BIO-1898,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Biodiversity patterns,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-1899,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Metabolic pool,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1900,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Special reproductive phenomena,Reverse Association,Easy,A,False,,True,PASS
NEET27-BIO-1901,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Gas transport,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-1902,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA packaging,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-1903,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Female reproductive system,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-1904,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Underground stems,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-1905,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Restriction and joining enzymes,Statement Completion,Medium,D,False,,True,PASS
NEET27-BIO-1906,XI,Zoology,Unit 5: Human Physiology,Chemical Coordination and Integration,Chemical Coordination and Integration,Pituitary and thyroid,Multi-Statement Reasoning,Difficult,A,False,,True,PASS
NEET27-BIO-1907,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1908,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Factors affecting enzyme activity,Statement Based,Difficult,A,False,,True,PASS
NEET27-BIO-1909,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Dorsiventral leaf,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1910,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Drugs and addiction,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-1911,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1912,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Antibody structure,Match the Pair,Medium,A,False,,True,PASS
NEET27-BIO-1913,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Site of the connecting link reaction,Comparison Based,Easy,C,False,,True,PASS
NEET27-BIO-1914,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1915,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Green algae,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1916,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Red algae,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1917,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Female reproductive system,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1918,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Blood cells,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-1919,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Respiratory organs,Match the Pair,Medium,C,False,,True,PASS
NEET27-BIO-1920,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Vacuoles and Mitochondria,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1921,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Cofactors of glycolysis,Direct Concept,Easy,A,True,figures/NEET27-BIO-XI-CH12-0013.png,True,PASS
NEET27-BIO-1922,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Pay-off phase chemistry,Conceptual Trap,Difficult,C,False,,True,PASS
NEET27-BIO-1923,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1924,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Core principles,Match the Pair,Medium,D,False,,True,PASS
NEET27-BIO-1925,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Coelom and Porifera,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1926,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Entry of the reduced coenzymes,Comparison Based,Easy,C,False,,True,PASS
NEET27-BIO-1927,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Scientific-name conventions and Species,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-1928,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Non-Mendelian patterns,Reverse Association,Easy,D,False,,True,PASS
NEET27-BIO-1929,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Seed germination and Arithmetic growth,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-1930,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1931,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Site of photosynthesis and Photosynthetic pigments,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1932,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1933,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Calvin-cycle energy,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1934,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Anaerobic sludge digestion,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-1935,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Transcription and RNA,Multi-statement analysis,Difficult,A,False,,True,PASS
NEET27-BIO-1936,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-1937,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA replication,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-1938,XI,Zoology,Unit 5: Human Physiology,Chemical Coordination and Integration,Chemical Coordination and Integration,Pituitary and thyroid,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1939,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-1940,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Amphibia,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1941,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomal disorders,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-1942,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1943,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Kingdom Monera,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1944,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Monocot root and Dicot stem,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1945,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Cyanobacteria and Heterocysts,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1946,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Mendelian inheritance,Cross-Concept Elimination,Difficult,A,False,,True,PASS
NEET27-BIO-1947,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Food web with Ten-percent law,Applied statement comparison,Medium,C,False,,True,PASS
NEET27-BIO-1948,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-1949,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1950,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1951,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1952,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1953,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1954,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1955,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Fabaceae and Brassicaceae,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-1956,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1957,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Identification with Characteristics of living organisms,Applied statement comparison,Medium,D,False,,True,PASS
NEET27-BIO-1958,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Nervous organization,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-1959,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Food chains and energy,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1960,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA structure,Direct Concept,Easy,C,False,,True,PASS
NEET27-BIO-1961,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1962,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Frog circulation and Frog red blood cells,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1963,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Higher-order multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1964,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1965,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Sites of the three steps,Comparison Based,Easy,A,False,,True,PASS
NEET27-BIO-1966,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1967,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Medical applications,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-1968,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Chromosomes linkage and crossing over,Case Analysis,Difficult,D,False,,True,PASS
NEET27-BIO-1969,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1970,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Root systems and Root regions,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1971,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Anaerobic sludge digestion and Biogas,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-1972,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Cell theory and Prokaryotic cells,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-1973,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Asteraceae,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1974,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Flocs and BOD and Anaerobic sludge digestion,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1975,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Transcription and RNA,Case Analysis,Difficult,C,False,,True,PASS
NEET27-BIO-1976,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology and Its Applications,Biotechnology and Its Applications,Bioethics and ownership,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1977,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Carbon dioxide yield of the cycle,Numerical,Medium,C,False,,True,PASS
NEET27-BIO-1978,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Meaning of amphibolic,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-1979,XI,Botany,Unit 1: Diversity in Living World,The Living World,The Living World,Binomial nomenclature and Scientific-name conventions,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1980,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Rough and smooth ER and Golgi apparatus,Statement I and Statement II,Medium,C,False,,True,PASS
