id,standard,subject,branch,source_class,unit,chapter,topic,subtopic,question_type,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,explanation,difficulty,cognitive_level,marks_correct,marks_incorrect,marks_unattempted,source_document,source_chapter,source_page,syllabus_reference,figure_files,figure_required,tags,generator_eligible,validation_status
NEET27-PHY-0040,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,Multi-step numerical MCQ,The radius of a circle is (2.0 +/- 0.1) cm. The percentage error in its area is:,5%,20%,10%,2.5%,C,10%,"Relative error in radius = 0.1/2.0 = 5%; area goes as radius², so percentage error = 2 × 5 = 10%.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0041,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,One-step numerical MCQ,"For Z = A^a B^b / C^c, the maximum relative error in Z is:",a(delta A)/A + b(delta B)/B + c(delta C)/C,(delta A)/A + (delta B)/B + (delta C)/C,"a(delta A)/A + b(delta B)/B + c(delta C)/C, all multiplied",a(delta A)/A + b(delta B)/B - c(delta C)/C,A,a(delta A)/A + b(delta B)/B + c(delta C)/C,Each relative error is multiplied by the magnitude of its power and all terms are added for the maximum error.,Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0042,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,Conceptual/application MCQ,"When two nearly equal quantities are subtracted, the percentage error in the result usually:",stays the same,increases sharply,decreases,becomes zero,B,increases sharply,"The absolute errors add while the difference itself is small, so the relative (percentage) error grows sharply.",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0043,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,Multi-step numerical MCQ,"For Z = A B² with A = (1.0 +/- 0.1) and B = (2.0 +/- 0.1), the maximum percentage error in Z is:",20%,12%,30%,15%,A,20%,Percentage error in A = 10% and in B = 5%; for Z = A B² it is 10 + 2(5) = 20%.,Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0044,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,One-step numerical MCQ,"The percentage error in a measured quantity is 4%. If this quantity is cubed, the percentage error in the result is:",4%,7%,12%,64%,C,12%,For a cube the percentage error is 3 × 4 = 12%.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0045,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,One-step numerical MCQ,"If Z = A², the maximum relative error in Z is:",(delta A)/(2A),4 (delta A)/A,2 (delta A)/A,(delta A)/A,C,2 (delta A)/A,"For Z = A^n, delta Z / Z = n (delta A / A). With n = 2 this is 2 (delta A / A).",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0046,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in Measurement,Propagation of errors,Multi-step numerical MCQ,The percentage errors in mass and speed of a body are 2% and 3%. The maximum percentage error in its momentum (m v) is:,5%,1%,8%,6%,A,5%,"Momentum p = m v is a simple product, so percentage error = 2 + 3 = 5%.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in Measurement|Propagation of errors,True,PASS
NEET27-PHY-0047,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in measurement,repeated observations,Conceptual/application MCQ,Repeating a measurement many times and averaging the readings primarily reduces:,a wrong unit conversion,random error,a calibration error common to every reading,a fixed zero error,B,random error,Positive and negative random deviations tend to cancel in an average; systematic errors require correction or recalibration.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in measurement|repeated observations,True,PASS
NEET27-PHY-0048,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Errors in measurement,error propagation in area,One-step numerical MCQ,The measured length and breadth of a rectangle each have a maximum percentage error of 1%. The maximum percentage error in its area is:,0.5%,4%,1%,2%,D,2%,"For A = lb, maximum fractional errors add, giving 1% + 1% = 2%.",Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Errors in measurement|error propagation in area,True,PASS
NEET27-PHY-0049,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Measurement,least count,Conceptual/application MCQ,"A vernier caliper has 10 vernier divisions equal to 9 main-scale divisions, with 1 main-scale division = 1 mm. Its least count is:",0.01 mm,0.9 mm,1.0 mm,0.1 mm,D,0.1 mm,"One vernier division is 0.9 mm, so least count = 1.0 - 0.9 = 0.1 mm.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Measurement|least count,True,PASS
NEET27-PHY-0050,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Measurement,parallax,Conceptual/application MCQ,"To minimize parallax while reading a pointer against a scale, the observer should place the eye:",directly in line with the pointer and its scale mark,as far sideways as possible,below the scale at an arbitrary angle,in motion during the reading,A,directly in line with the pointer and its scale mark,Viewing normally along the pointer-scale line prevents apparent displacement caused by parallax.,Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Measurement|parallax,True,PASS
NEET27-PHY-0051,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Measurement,order of magnitude,Conceptual/application MCQ,The order of magnitude of 6.4 × 10⁶ is:,10⁸,10⁵,10⁶,10⁷,D,10⁷,"Because 6.4 exceeds √10, the nearest power of ten is 10⁷.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Measurement|order of magnitude,True,PASS
NEET27-PHY-0052,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,SI units,derived SI unit,Conceptual/application MCQ,Which expression is the SI unit of pressure?,kg m⁻¹ s⁻²,kg m s⁻²,kg m⁻² s⁻¹,kg m² s⁻²,A,kg m⁻¹ s⁻²,"Pressure is force per area, so its SI unit is N m⁻² = kg m⁻¹ s⁻².",Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|SI units|derived SI unit,True,PASS
NEET27-PHY-0053,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,SI units,base and derived,Conceptual/application MCQ,Which pair contains one SI base quantity followed by one derived quantity?,"Electric current, electric charge","Pressure, temperature","Energy, time","Force, mass",A,"Electric current, electric charge",Electric current is an SI base quantity; electric charge is derived from current × time.,Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|SI units|base and derived,True,PASS
NEET27-PHY-0054,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Rounding off,One-step numerical MCQ,The number 4.567 rounded to three significant figures is:,4.6,4.5,4.56,4.57,D,4.57,"Dropping the 7 (greater than 5) rounds the 6 up to 7, giving 4.57.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Rounding off,True,PASS
NEET27-PHY-0055,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Rules,Conceptual/application MCQ,Trailing zeros in a number that contains a decimal point are:,always significant,significant only in scientific notation,significant only if followed by a non-zero digit,never significant,A,always significant,"A decimal point signals that trailing zeros are meaningful measured digits, so they are significant.",Easy,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Rules,True,PASS
NEET27-PHY-0056,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Rules,Conceptual/application MCQ,"In multiplication or division, the number of significant figures in the result equals:",the largest number of significant figures among the quantities,the sum of the significant figures of the quantities,the least number of significant figures among the quantities,the number of decimal places in the least precise quantity,C,the least number of significant figures among the quantities,A product or quotient is limited to the least number of significant figures among the factors.,Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Rules,True,PASS
NEET27-PHY-0057,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Counting significant figures,Direct MCQ,A mass is recorded as 5.00 kg. The number of significant figures in this value is:,3,4,1,2,A,3,"The trailing zeros after the decimal point indicate measured precision, so 5.00 has 3 significant figures.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Counting significant figures,True,PASS
NEET27-PHY-0058,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Arithmetic with significant figures,One-step numerical MCQ,"The sum 3.8 + 4.29, to the correct number of decimal places, is:",8.09,8,8.090,8.1,D,8.1,"3.8 + 4.29 = 8.09. The term 3.8 has one decimal place, so the answer is 8.1.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Arithmetic with significant figures,True,PASS
NEET27-PHY-0059,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Arithmetic with significant figures,Multi-step numerical MCQ,"The radius of a sphere is measured as 2.1 cm. Its surface area, to the correct number of significant figures, is (take π = 3.14):",55 cm²,55.42 cm²,56 cm²,55.4 cm²,A,55 cm²,"A = 4 × 3.14 × (2.1)² = 4 × 3.14 × 4.41 = 55.4 cm². With two significant figures in r, the answer is 55 cm².",Difficult,Analysis,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Arithmetic with significant figures,True,PASS
NEET27-PHY-0060,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Arithmetic with significant figures,One-step numerical MCQ,"The sum 12.11 + 8.5 + 1.013, to the correct number of decimal places, is:",21.62,21.623,22,21.6,D,21.6,"12.11 + 8.5 + 1.013 = 21.623. The least precise term 8.5 has one decimal place, so the answer is 21.6.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Arithmetic with significant figures,True,PASS
NEET27-PHY-0061,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Arithmetic with significant figures,One-step numerical MCQ,"The product 2.5 × 1.25, expressed to the correct number of significant figures, is:",3.1,3.13,3.125,3.0,A,3.1,"2.5 × 1.25 = 3.125. The factor 2.5 has two significant figures, so the answer is rounded to 3.1.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Arithmetic with significant figures,True,PASS
NEET27-PHY-0062,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Rounding off,One-step numerical MCQ,"Using the rounding rule for a trailing 5, the number 3.135 rounded to three significant figures is:",3.2,3.1,3.13,3.14,D,3.14,"When the dropped digit is 5, an odd preceding digit is raised by one. Here 3 is odd, so 3.135 becomes 3.14.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Rounding off,True,PASS
NEET27-PHY-0063,NEET-UG,Physics,Mechanics,XI,Unit 1: Physics and Measurement,Units and Measurements,Significant Figures,Counting significant figures,Direct MCQ,The number of significant figures in the measured value 6.320 J is:,3,2,5,4,D,4,"The digits 6, 3, 2 and the trailing 0 are all significant, giving 4.",Medium,Application,4,-1,0,"Official NMC/NTA NEET-UG 2026 Physics syllabus; NCERT Physics, Class XI",Units and Measurements,Official syllabus PDF p. 3,"NMC/NTA NEET-UG 2026 Physics syllabus, Unit 1: Physics and Measurement",,False,Mechanics|Significant Figures|Counting significant figures,True,PASS
